=== Kernel Computation Profiling (All Functions) ===

 Count  Overhead File                    Line Function
    58         0 …ler/ssair/inlining.jl    81 ssa_inlining_pass!
     1         0 …ler/ssair/inlining.jl  1814 ssa_substitute!
     9         1 …ler/ssair/inlining.jl  1815 ssa_substitute!
     1         1 …ler/ssair/inlining.jl  1832 ssa_substitute_op!(insert_node!::…
     1         0 …ler/ssair/inlining.jl  1895 ssa_substitute_op!(insert_node!::…
     1         0 …ler/ssair/inlining.jl  1896 ssa_substitute_op!(insert_node!::…
     2         1 …ler/ssair/inlining.jl  1897 ssa_substitute_op!(insert_node!::…
     3         0 …ler/ssair/inlining.jl  1898 ssa_substitute_op!(insert_node!::…
     1         0 …/compiler/ssair/ir.jl   606 CFGTransformState!(blocks::Vector…
     7         0 …/compiler/ssair/ir.jl   343 IRCode
    11         1 …/compiler/ssair/ir.jl   641 Core.Compiler.IncrementalCompact(…
     5         0 …/compiler/ssair/ir.jl   645 Core.Compiler.IncrementalCompact(…
     4         0 …/compiler/ssair/ir.jl   647 Core.Compiler.IncrementalCompact(…
     5         0 …/compiler/ssair/ir.jl   648 Core.Compiler.IncrementalCompact(…
     2         0 …/compiler/ssair/ir.jl   662 Core.Compiler.IncrementalCompact(…
     1         0 …/compiler/ssair/ir.jl   663 Core.Compiler.IncrementalCompact(…
    24         0 …/compiler/ssair/ir.jl   673 IncrementalCompact
     1         0 …/compiler/ssair/ir.jl  1884 InsertHere
     3         0 …/compiler/ssair/ir.jl   196 Core.Compiler.InstructionStream(l…
     3         0 …/compiler/ssair/ir.jl   197 Core.Compiler.InstructionStream(l…
     7         0 …/compiler/ssair/ir.jl   198 Core.Compiler.InstructionStream(l…
     6         0 …/compiler/ssair/ir.jl   200 Core.Compiler.InstructionStream(l…
     3         0 …/compiler/ssair/ir.jl   201 Core.Compiler.InstructionStream(l…
     1         1 …/compiler/ssair/ir.jl   202 Core.Compiler.InstructionStream(l…
    18         0 …/compiler/ssair/ir.jl   278 NewNodeStream
     4         4 …/compiler/ssair/ir.jl     ? _advance(stmt::Any, op::Int64)
     5         5 …/compiler/ssair/ir.jl   521 _advance(stmt::Any, op::Int64)
    17         1 …/compiler/ssair/ir.jl   524 _advance(stmt::Any, op::Int64)
     2         2 …/compiler/ssair/ir.jl   526 _advance(stmt::Any, op::Int64)
     2         2 …/compiler/ssair/ir.jl   785 _count_added_node!(compact::Core.…
     4         4 …/compiler/ssair/ir.jl     ? _useref_getindex(stmt::Any, op::I…
    12        12 …/compiler/ssair/ir.jl   409 _useref_getindex(stmt::Any, op::I…
     2         2 …/compiler/ssair/ir.jl   410 _useref_getindex(stmt::Any, op::I…
     3         3 …/compiler/ssair/ir.jl   421 _useref_getindex(stmt::Any, op::I…
     1         0 …/compiler/ssair/ir.jl   422 _useref_getindex(stmt::Any, op::I…
     1         0 …/compiler/ssair/ir.jl   443 _useref_getindex(stmt::Any, op::I…
     1         1 …/compiler/ssair/ir.jl     ? _useref_setindex!(stmt::Any, op::…
     2         2 …/compiler/ssair/ir.jl   465 _useref_setindex!(stmt::Any, op::…
     1         1 …/compiler/ssair/ir.jl   466 _useref_setindex!(stmt::Any, op::…
     1         0 …/compiler/ssair/ir.jl   479 _useref_setindex!(stmt::Any, op::…
     1         0 …/compiler/ssair/ir.jl   282 add_inst!
     1         0 …/compiler/ssair/ir.jl    49 basic_blocks_starts
     1         0 …/compiler/ssair/ir.jl    51 basic_blocks_starts
     1         0 …/compiler/ssair/ir.jl    52 basic_blocks_starts
     1         1 …/compiler/ssair/ir.jl    76 basic_blocks_starts
     1         0 …/compiler/ssair/ir.jl    82 basic_blocks_starts
    55         0 …/compiler/ssair/ir.jl  1855 compact!
    16         0 …/compiler/ssair/ir.jl  1855 compact!(code::Core.Compiler.IRCo…
    36         0 …/compiler/ssair/ir.jl  1857 compact!(code::Core.Compiler.IRCo…
     3         0 …/compiler/ssair/ir.jl  1858 compact!(code::Core.Compiler.IRCo…
     2         0 …/compiler/ssair/ir.jl  1834 complete(compact::Core.Compiler.I…
     1         0 …/compiler/ssair/ir.jl  1835 complete(compact::Core.Compiler.I…
     5         0 …/compiler/ssair/ir.jl    95 compute_basic_blocks(stmts::Vecto…
     2         0 …/compiler/ssair/ir.jl    97 compute_basic_blocks(stmts::Vecto…
    24         0 …/compiler/ssair/ir.jl   101 compute_basic_blocks(stmts::Vecto…
     1         0 …/compiler/ssair/ir.jl   115 compute_basic_blocks(stmts::Vecto…
     1         0 …/compiler/ssair/ir.jl   125 compute_basic_blocks(stmts::Vecto…
     1         0 …/compiler/ssair/ir.jl    13 copy(c::Core.Compiler.CFG)
     4         0 …/compiler/ssair/ir.jl   213 copy
     1         0 …/compiler/ssair/ir.jl   285 copy(nns::Core.Compiler.NewNodeSt…
     5         0 …/compiler/ssair/ir.jl   348 copy(ir::Core.Compiler.IRCode)
     1         0 …/compiler/ssair/ir.jl   799 count_added_node!(compact::Core.C…
     2         0 …/compiler/ssair/ir.jl   800 count_added_node!(compact::Core.C…
     1         0 …/compiler/ssair/ir.jl   801 count_added_node!(compact::Core.C…
     1         0 …/compiler/ssair/ir.jl  1827 finish(compact::Core.Compiler.Inc…
     4         0 …/compiler/ssair/ir.jl  1828 finish(compact::Core.Compiler.Inc…
     1         0 …/compiler/ssair/ir.jl  1829 finish(compact::Core.Compiler.Inc…
     1         0 …/compiler/ssair/ir.jl  1482 finish_current_bb!
     1         0 …/compiler/ssair/ir.jl  1730 fixup_node(compact::Core.Compiler…
     1         0 …/compiler/ssair/ir.jl  1717 fixup_phinode_values!(compact::Co…
     1         1 …/compiler/ssair/ir.jl     ? fixup_slot!(ir::Core.Compiler.IRC…
     5         1 …/compiler/ssair/ir.jl   243 getindex
     6         2 …/compiler/ssair/ir.jl   453 getindex
     1         0 …/compiler/ssair/ir.jl   682 getindex(compact::Core.Compiler.I…
     1         0 …/compiler/ssair/ir.jl   555 insert_node!(ir::Core.Compiler.IR…
     1         0 …/compiler/ssair/ir.jl   561 insert_node!
     1         0 …/compiler/ssair/ir.jl   895 insert_node_here!
     1         0 …/compiler/ssair/ir.jl   909 insert_node_here!(compact::Core.C…
     3         1 …/compiler/ssair/ir.jl   456 is_relevant_expr
    11         1 …/compiler/ssair/ir.jl   531 iterate
    32         3 …/compiler/ssair/ir.jl   532 iterate
     3         3 …/compiler/ssair/ir.jl   533 iterate
    72         1 …/compiler/ssair/ir.jl  1592 iterate
     4         4 …/compiler/ssair/ir.jl     ? iterate_compact(compact::Core.Com…
     2         2 …/compiler/ssair/ir.jl  1598 iterate_compact(compact::Core.Com…
     1         0 …/compiler/ssair/ir.jl  1641 iterate_compact(compact::Core.Com…
     4         0 …/compiler/ssair/ir.jl  1669 iterate_compact(compact::Core.Com…
    58         2 …/compiler/ssair/ir.jl  1670 iterate_compact(compact::Core.Com…
     1         0 …/compiler/ssair/ir.jl  1672 iterate_compact(compact::Core.Com…
     1         0 …/compiler/ssair/ir.jl  1673 iterate_compact(compact::Core.Com…
     3         1 …/compiler/ssair/ir.jl  1768 just_fixup!
     1         0 …/compiler/ssair/ir.jl  1770 just_fixup!(compact::Core.Compile…
     1         0 …/compiler/ssair/ir.jl  1792 just_fixup!(compact::Core.Compile…
     1         0 …/compiler/ssair/ir.jl   945 kill_current_uses!(compact::Core.…
     2         0 …/compiler/ssair/ir.jl   946 kill_current_uses!(compact::Core.…
     1         0 …/compiler/ssair/ir.jl   947 kill_current_uses!(compact::Core.…
     1         0 …/compiler/ssair/ir.jl  1686 maybe_erase_unused!
     1         1 …/compiler/ssair/ir.jl  1688 maybe_erase_unused!(callback::typ…
     1         1 …/compiler/ssair/ir.jl  1694 maybe_erase_unused!
     1         0 …/compiler/ssair/ir.jl  1706 maybe_erase_unused!(callback::typ…
     3         0 …/compiler/ssair/ir.jl  1818 non_dce_finish!
     2         2 …/compiler/ssair/ir.jl     ? process_node!(compact::Core.Compi…
     1         1 …/compiler/ssair/ir.jl  1264 process_node!(compact::Core.Compi…
     1         1 …/compiler/ssair/ir.jl  1271 process_node!(compact::Core.Compi…
     2         2 …/compiler/ssair/ir.jl  1279 process_node!(compact::Core.Compi…
     1         0 …/compiler/ssair/ir.jl  1291 process_node!(compact::Core.Compi…
     1         1 …/compiler/ssair/ir.jl  1326 process_node!(compact::Core.Compi…
    38         2 …/compiler/ssair/ir.jl  1327 process_node!(compact::Core.Compi…
     3         2 …/compiler/ssair/ir.jl  1342 process_node!(compact::Core.Compi…
     1         1 …/compiler/ssair/ir.jl  1349 process_node!(compact::Core.Compi…
     4         0 …/compiler/ssair/ir.jl  1379 process_node!(compact::Core.Compi…
     2         0 …/compiler/ssair/ir.jl  1422 process_node!(compact::Core.Compi…
     1         0 …/compiler/ssair/ir.jl  1093 process_phinode_values(old_values…
     1         0 …/compiler/ssair/ir.jl  1103 process_phinode_values(old_values…
     1         0 …/compiler/ssair/ir.jl   825 recompute_inst_flag
     3         3 …/compiler/ssair/ir.jl  1138 renumber_ssa2
     1         0 …/compiler/ssair/ir.jl  1143 renumber_ssa2
     3         3 …/compiler/ssair/ir.jl     ? renumber_ssa2!(stmt::Any, ssanums…
     2         2 …/compiler/ssair/ir.jl  1159 renumber_ssa2!(stmt::Any, ssanums…
     5         0 …/compiler/ssair/ir.jl  1161 renumber_ssa2!(stmt::Any, ssanums…
     1         0 …/compiler/ssair/ir.jl  1162 renumber_ssa2!(stmt::Any, ssanums…
     2         2 …/compiler/ssair/ir.jl  1163 renumber_ssa2!(stmt::Any, ssanums…
     3         0 …/compiler/ssair/ir.jl  1167 renumber_ssa2!(stmt::Any, ssanums…
     2         2 …/compiler/ssair/ir.jl  1169 renumber_ssa2!(stmt::Any, ssanums…
     7         0 …/compiler/ssair/ir.jl  1172 renumber_ssa2!(stmt::Any, ssanums…
    14         0 …/compiler/ssair/ir.jl  1173 renumber_ssa2!(stmt::Any, ssanums…
     1         0 …/compiler/ssair/ir.jl   223 resize!(stmts::Core.Compiler.Inst…
     2         0 …/compiler/ssair/ir.jl   224 resize!(stmts::Core.Compiler.Inst…
     1         0 …/compiler/ssair/ir.jl   225 resize!(stmts::Core.Compiler.Inst…
     4         0 …/compiler/ssair/ir.jl  1472 resize!(compact::Core.Compiler.In…
     2         0 …/compiler/ssair/ir.jl   246 setindex!
     1         0 …/compiler/ssair/ir.jl   252 setindex!
     3         0 …/compiler/ssair/ir.jl   256 setindex!
     8         3 …/compiler/ssair/ir.jl   510 setindex!
     1         1 …/compiler/ssair/ir.jl   950 setindex!(compact::Core.Compiler.…
     4         0 …/compiler/ssair/ir.jl   954 setindex!(compact::Core.Compiler.…
     5         0 …/compiler/ssair/ir.jl   957 setindex!(compact::Core.Compiler.…
    11         1 …/compiler/ssair/ir.jl   986 setindex!
     1         0 …/compiler/ssair/ir.jl   996 should_check_ssa_counts
     5         0 …/compiler/ssair/ir.jl  1799 simple_dce!
     5         3 …/compiler/ssair/ir.jl  1806 simple_dce!(callback::Function, c…
     1         0 …/compiler/ssair/ir.jl  1525 stmts_awaiting_insertion
     3         0 …/compiler/ssair/ir.jl   515 userefs
     1         1 …ler/ssair/irinterp.jl     ? _ir_abstract_constant_propagation…
     1         1 …ler/ssair/irinterp.jl   206 _ir_abstract_constant_propagation…
     1         0 …ler/ssair/irinterp.jl   235 _ir_abstract_constant_propagation…
    13         0 …ler/ssair/irinterp.jl   251 _ir_abstract_constant_propagation…
    18         2 …ler/ssair/irinterp.jl   206 _ir_abstract_constant_propagation…
    12         0 …ler/ssair/irinterp.jl    48 abstract_call(interp::Core.Compil…
    18         0 …ler/ssair/irinterp.jl   384 ir_abstract_constant_propagation(…
    13         0 …ler/ssair/irinterp.jl   126 reprocess_instruction!(interp::Co…
    43         0 …piler/ssair/legacy.jl    56 inflate_ir
    28         0 …piler/ssair/legacy.jl    13 inflate_ir!(ci::Core.CodeInfo, li…
    39         0 …piler/ssair/legacy.jl    14 inflate_ir!(ci::Core.CodeInfo, li…
    30         1 …piler/ssair/legacy.jl    18 inflate_ir!(ci::Core.CodeInfo, sp…
     1         0 …piler/ssair/legacy.jl    25 inflate_ir!(ci::Core.CodeInfo, sp…
     1         0 …piler/ssair/legacy.jl    32 inflate_ir!(ci::Core.CodeInfo, sp…
     1         0 …piler/ssair/legacy.jl    44 inflate_ir!(ci::Core.CodeInfo, sp…
     6         1 …piler/ssair/legacy.jl    45 inflate_ir!(ci::Core.CodeInfo, sp…
     1         1 …piler/ssair/legacy.jl    90 replace_code_newstyle!(ci::Core.C…
     1         0 …piler/ssair/legacy.jl    95 replace_code_newstyle!(ci::Core.C…
     1         0 …piler/ssair/legacy.jl   100 replace_code_newstyle!(ci::Core.C…
     1         1 …piler/ssair/passes.jl  1600 adce_erase!
     1         0 …piler/ssair/passes.jl  1605 adce_erase!
     3         0 …piler/ssair/passes.jl  1683 adce_pass!(ir::Core.Compiler.IRCo…
     1         0 …piler/ssair/passes.jl  1684 adce_pass!(ir::Core.Compiler.IRCo…
     1         0 …piler/ssair/passes.jl  1686 adce_pass!(ir::Core.Compiler.IRCo…
     2         0 …piler/ssair/passes.jl  1709 adce_pass!(ir::Core.Compiler.IRCo…
     1         0 …piler/ssair/passes.jl  1711 adce_pass!(ir::Core.Compiler.IRCo…
     1         0 …piler/ssair/passes.jl  1717 adce_pass!(ir::Core.Compiler.IRCo…
    13         0 …piler/ssair/passes.jl  1719 adce_pass!(ir::Core.Compiler.IRCo…
     2         0 …piler/ssair/passes.jl  1774 adce_pass!(ir::Core.Compiler.IRCo…
     3         0 …piler/ssair/passes.jl  1787 adce_pass!(ir::Core.Compiler.IRCo…
     1         0 …piler/ssair/passes.jl  1801 adce_pass!(ir::Core.Compiler.IRCo…
     4         0 …piler/ssair/passes.jl   181 collect_leaves
     1         0 …piler/ssair/passes.jl   182 collect_leaves
     7         0 …piler/ssair/passes.jl   184 collect_leaves
     1         0 …piler/ssair/passes.jl   354 is_getfield_captures
     1         1 …piler/ssair/passes.jl     3 is_known_call(x::Any, func::Any, …
     8         0 …piler/ssair/passes.jl     5 is_known_call(x::Any, func::Any, …
     1         0 …piler/ssair/passes.jl  1632 is_union_phi
     4         0 …piler/ssair/passes.jl   542 lift_comparison!
     1         0 …piler/ssair/passes.jl   552 lift_comparison!
     4         0 …piler/ssair/passes.jl   581 lift_comparison_leaves!(tfunc::ty…
     1         0 …piler/ssair/passes.jl   600 lift_comparison_leaves!(tfunc::ty…
     1         1 …piler/ssair/passes.jl   384 lift_leaves(compact::Core.Compile…
     1         0 …piler/ssair/passes.jl   413 lift_leaves(compact::Core.Compile…
     1         0 …piler/ssair/passes.jl   630 lifted_value(compact::Core.Compil…
     1         0 …piler/ssair/passes.jl  1611 mark_phi_cycles!(compact::Core.Co…
     2         0 …piler/ssair/passes.jl  1621 mark_phi_cycles!(compact::Core.Co…
     1         0 …piler/ssair/passes.jl   668 perform_lifting!(compact::Core.Co…
    31         0 …piler/ssair/passes.jl   686 perform_lifting!(compact::Core.Co…
     1         0 …piler/ssair/passes.jl   751 perform_lifting!(compact::Core.Co…
     2         0 …piler/ssair/passes.jl   753 perform_lifting!(compact::Core.Co…
     1         1 …piler/ssair/passes.jl   203 simple_walk(compact::Core.Compile…
     1         0 …piler/ssair/passes.jl   237 simple_walk_constraint
     5         0 …piler/ssair/passes.jl   941 sroa_pass!(ir::Core.Compiler.IRCo…
     1         0 …piler/ssair/passes.jl   952 sroa_pass!(ir::Core.Compiler.IRCo…
     4         0 …piler/ssair/passes.jl   958 sroa_pass!(ir::Core.Compiler.IRCo…
     1         0 …piler/ssair/passes.jl   973 sroa_pass!(ir::Core.Compiler.IRCo…
     1         0 …piler/ssair/passes.jl  1032 sroa_pass!(ir::Core.Compiler.IRCo…
     1         1 …piler/ssair/passes.jl  1034 sroa_pass!(ir::Core.Compiler.IRCo…
     4         0 …piler/ssair/passes.jl  1035 sroa_pass!(ir::Core.Compiler.IRCo…
     2         1 …piler/ssair/passes.jl  1036 sroa_pass!(ir::Core.Compiler.IRCo…
     1         0 …piler/ssair/passes.jl  1037 sroa_pass!(ir::Core.Compiler.IRCo…
     4         0 …piler/ssair/passes.jl  1100 sroa_pass!(ir::Core.Compiler.IRCo…
     2         0 …piler/ssair/passes.jl  1103 sroa_pass!(ir::Core.Compiler.IRCo…
     1         0 …piler/ssair/passes.jl  1110 sroa_pass!(ir::Core.Compiler.IRCo…
     1         0 …piler/ssair/passes.jl  1111 sroa_pass!(ir::Core.Compiler.IRCo…
    34         0 …piler/ssair/passes.jl  1113 sroa_pass!(ir::Core.Compiler.IRCo…
     2         1 …piler/ssair/passes.jl  1136 sroa_pass!(ir::Core.Compiler.IRCo…
    13         0 …piler/ssair/passes.jl  1142 sroa_pass!(ir::Core.Compiler.IRCo…
     2         0 …piler/ssair/passes.jl  1144 sroa_pass!(ir::Core.Compiler.IRCo…
     1         0 …piler/ssair/passes.jl  1159 sroa_pass!(ir::Core.Compiler.IRCo…
     1         0 …piler/ssair/passes.jl  1160 sroa_pass!(ir::Core.Compiler.IRCo…
     1         1 …piler/ssair/passes.jl   250 walk_to_defs(compact::Core.Compil…
     1         0 …piler/ssair/passes.jl   251 walk_to_defs(compact::Core.Compil…
     2         0 …piler/ssair/passes.jl   261 walk_to_defs(compact::Core.Compil…
     1         1 …piler/ssair/passes.jl   266 walk_to_defs(compact::Core.Compil…
     1         0 …piler/ssair/passes.jl   271 walk_to_defs(compact::Core.Compil…
     1         1 …piler/ssair/passes.jl   279 walk_to_defs(compact::Core.Compil…
     1         0 …ler/ssair/slot2ssa.jl    16 SlotInfo
     9         0 …ler/ssair/slot2ssa.jl   532 compute_live_ins
     2         0 …ler/ssair/slot2ssa.jl   538 compute_live_ins(cfg::Core.Compil…
     1         0 …ler/ssair/slot2ssa.jl   551 compute_live_ins(cfg::Core.Compil…
     2         0 …ler/ssair/slot2ssa.jl   557 compute_live_ins(cfg::Core.Compil…
     2         0 …ler/ssair/slot2ssa.jl   560 compute_live_ins(cfg::Core.Compil…
     1         0 …ler/ssair/slot2ssa.jl   566 compute_live_ins(cfg::Core.Compil…
     1         0 …ler/ssair/slot2ssa.jl   568 compute_live_ins(cfg::Core.Compil…
     1         1 …ler/ssair/slot2ssa.jl     ? construct_ssa!(ci::Core.CodeInfo,…
     2         0 …ler/ssair/slot2ssa.jl   611 construct_ssa!(ci::Core.CodeInfo,…
     1         0 …ler/ssair/slot2ssa.jl   633 construct_ssa!(ci::Core.CodeInfo,…
     9         0 …ler/ssair/slot2ssa.jl   663 construct_ssa!(ci::Core.CodeInfo,…
    13         0 …ler/ssair/slot2ssa.jl   689 construct_ssa!(ci::Core.CodeInfo,…
     1         0 …ler/ssair/slot2ssa.jl   705 construct_ssa!(ci::Core.CodeInfo,…
     1         0 …ler/ssair/slot2ssa.jl   715 construct_ssa!(ci::Core.CodeInfo,…
     6         0 …ler/ssair/slot2ssa.jl   808 construct_ssa!(ci::Core.CodeInfo,…
     1         0 …ler/ssair/slot2ssa.jl   856 construct_ssa!(ci::Core.CodeInfo,…
     1         0 …ler/ssair/slot2ssa.jl   873 construct_ssa!(ci::Core.CodeInfo,…
     4         0 …ler/ssair/slot2ssa.jl   958 construct_ssa!(ci::Core.CodeInfo,…
     8         0 …ler/ssair/slot2ssa.jl   965 construct_ssa!(ci::Core.CodeInfo,…
     1         0 …ler/ssair/slot2ssa.jl   400 domsort_ssa!(ir::Core.Compiler.IR…
     1         0 …ler/ssair/slot2ssa.jl   438 domsort_ssa!(ir::Core.Compiler.IR…
     2         0 …ler/ssair/slot2ssa.jl   439 domsort_ssa!(ir::Core.Compiler.IR…
     1         0 …ler/ssair/slot2ssa.jl   471 domsort_ssa!(ir::Core.Compiler.IR…
     2         0 …ler/ssair/slot2ssa.jl   506 domsort_ssa!(ir::Core.Compiler.IR…
     1         0 …ler/ssair/slot2ssa.jl   524 domsort_ssa!(ir::Core.Compiler.IR…
     1         1 …ler/ssair/slot2ssa.jl   112 fixemup!(slot_filter::Core.Compil…
     1         0 …ler/ssair/slot2ssa.jl   113 fixemup!(slot_filter::Core.Compil…
     1         0 …ler/ssair/slot2ssa.jl   116 fixemup!(slot_filter::Core.Compil…
     1         0 …ler/ssair/slot2ssa.jl   128 fixemup!(slot_filter::Core.Compil…
     3         0 …ler/ssair/slot2ssa.jl   172 fixemup!(slot_filter::Core.Compil…
     1         0 …ler/ssair/slot2ssa.jl   291 iterated_dominance_frontier(cfg::…
     1         0 …ler/ssair/slot2ssa.jl   296 iterated_dominance_frontier(cfg::…
     1         1 …ler/ssair/slot2ssa.jl   299 iterated_dominance_frontier(cfg::…
     2         0 …ler/ssair/slot2ssa.jl   300 iterated_dominance_frontier(cfg::…
     2         0 …ler/ssair/slot2ssa.jl   301 iterated_dominance_frontier(cfg::…
     1         0 …ler/ssair/slot2ssa.jl   302 iterated_dominance_frontier(cfg::…
     2         0 …ler/ssair/slot2ssa.jl   313 iterated_dominance_frontier(cfg::…
     1         0 …ler/ssair/slot2ssa.jl   334 iterated_dominance_frontier(cfg::…
     2         0 …ler/ssair/slot2ssa.jl   336 iterated_dominance_frontier(cfg::…
     1         0 …ler/ssair/slot2ssa.jl    83 new_to_regular(stmt::Any, new_off…
     1         0 …ler/ssair/slot2ssa.jl   376 rename_phinode_edges(node::Core.P…
     6         0 …ler/ssair/slot2ssa.jl   183 rename_uses!
     3         0 …ler/ssair/slot2ssa.jl    69 renumber_ssa!
     3         0 …ler/ssair/slot2ssa.jl    70 renumber_ssa!
     1         1 …ler/ssair/slot2ssa.jl    32 scan_entry!(result::Vector{Core.C…
     1         0 …ler/ssair/slot2ssa.jl    36 scan_entry!(result::Vector{Core.C…
     1         0 …ler/ssair/slot2ssa.jl    46 scan_slot_def_use(nargs::Int64, c…
     3         0 …ler/ssair/slot2ssa.jl    53 scan_slot_def_use(nargs::Int64, c…
     1         1 …ler/ssair/slot2ssa.jl   219 typ_for_val(x::Any, ci::Core.Code…
     1         0 …/compiler/stmtinfo.jl    52 nmatches
     2         0 …se/compiler/tfuncs.jl  2123 _builtin_nothrow(𝕃::Core.Compiler…
     1         0 …se/compiler/tfuncs.jl  1589 _fieldtype_tfunc(𝕃::Core.Compiler…
     1         1 …se/compiler/tfuncs.jl     ? _getfield_tfunc(𝕃::Core.Compiler.…
     2         0 …se/compiler/tfuncs.jl  1092 _getfield_tfunc(𝕃::Core.Compiler.…
     2         0 …se/compiler/tfuncs.jl  1092 _getfield_tfunc
     2         0 …se/compiler/tfuncs.jl  1099 _getfield_tfunc
     4         0 …se/compiler/tfuncs.jl  1118 _getfield_tfunc
     3         0 …se/compiler/tfuncs.jl  1138 _getfield_tfunc(𝕃::Core.Compiler.…
     1         1 …se/compiler/tfuncs.jl  1170 _getfield_tfunc(𝕃::Core.Compiler.…
     1         0 …se/compiler/tfuncs.jl  1218 _getfield_tfunc(𝕃::Core.Compiler.…
     1         1 …se/compiler/tfuncs.jl  1225 _getfield_tfunc(𝕃::Core.Compiler.…
     1         1 …se/compiler/tfuncs.jl  2376 builtin_effects(𝕃::Core.Compiler.…
     5         0 …se/compiler/tfuncs.jl  2383 builtin_effects(𝕃::Core.Compiler.…
     2         0 …se/compiler/tfuncs.jl  2412 builtin_effects(𝕃::Core.Compiler.…
     1         0 …se/compiler/tfuncs.jl  2413 builtin_effects(𝕃::Core.Compiler.…
     2         0 …se/compiler/tfuncs.jl  2427 builtin_nothrow
     1         0 …se/compiler/tfuncs.jl  2476 builtin_tfunction(interp::Core.Co…
    15         5 …se/compiler/tfuncs.jl  2480 builtin_tfunction(interp::Core.Co…
     2         0 …se/compiler/tfuncs.jl  1444 fieldtype_nothrow(𝕃::Core.Compile…
     3         0 …se/compiler/tfuncs.jl  1509 fieldtype_tfunc(𝕃::Core.Compiler.…
     1         0 …se/compiler/tfuncs.jl  1511 fieldtype_tfunc(𝕃::Core.Compiler.…
     1         1 …se/compiler/tfuncs.jl   934 getfield_boundscheck(::Core.Compi…
     1         0 …se/compiler/tfuncs.jl  2321 getfield_effects(𝕃::Core.Compiler…
     1         0 …se/compiler/tfuncs.jl  2328 getfield_effects(𝕃::Core.Compiler…
     1         0 …se/compiler/tfuncs.jl  2331 getfield_effects(𝕃::Core.Compiler…
     1         0 …se/compiler/tfuncs.jl  2346 getfield_effects(𝕃::Core.Compiler…
     1         0 …se/compiler/tfuncs.jl  2348 getfield_effects(𝕃::Core.Compiler…
     1         1 …se/compiler/tfuncs.jl  1288 getfield_notundefined(typ0::Any, …
     1         0 …se/compiler/tfuncs.jl  1045 getfield_tfunc(𝕃::Core.Compiler.I…
     3         0 …se/compiler/tfuncs.jl  1058 getfield_tfunc(𝕃::Core.Compiler.I…
     1         0 …se/compiler/tfuncs.jl  1058 getfield_tfunc
     7         0 …se/compiler/tfuncs.jl    99 instanceof_tfunc(t::Any)
     3         0 …se/compiler/tfuncs.jl   109 instanceof_tfunc(t::Any, troot::T…
     1         0 …se/compiler/tfuncs.jl   119 instanceof_tfunc(t::Any, troot::T…
     2         0 …se/compiler/tfuncs.jl   122 instanceof_tfunc(t::Any, troot::T…
     3         0 …se/compiler/tfuncs.jl   127 instanceof_tfunc(t::Any, troot::T…
     1         1 …se/compiler/tfuncs.jl   826 isa_tfunc(𝕃::Core.Compiler.Infere…
     2         2 …se/compiler/tfuncs.jl  1933 tuple_tfunc(𝕃::Core.Compiler.Part…
     1         1 …se/compiler/tfuncs.jl  1940 tuple_tfunc(𝕃::Core.Compiler.Infe…
     1         1 …se/compiler/tfuncs.jl   752 typeof_tfunc(𝕃::Core.Compiler.Inf…
     1         0 …compiler/typeinfer.jl   336 Core.CodeInstance(interp::Core.Co…
   805         1 …compiler/typeinfer.jl   247 _typeinf(interp::Core.Compiler.Na…
     6         0 …compiler/typeinfer.jl   260 _typeinf(interp::Core.Compiler.Na…
     1         0 …compiler/typeinfer.jl   268 _typeinf(interp::Core.Compiler.Na…
   416         0 …compiler/typeinfer.jl   272 _typeinf(interp::Core.Compiler.Na…
     1         0 …compiler/typeinfer.jl   277 _typeinf(interp::Core.Compiler.Na…
    19         0 …compiler/typeinfer.jl   280 _typeinf(interp::Core.Compiler.Na…
    53         0 …compiler/typeinfer.jl   283 _typeinf(interp::Core.Compiler.Na…
     2         0 …compiler/typeinfer.jl   285 _typeinf(interp::Core.Compiler.Na…
     1         0 …compiler/typeinfer.jl   636 annotate_slot_load!(interp::Core.…
     1         1 …compiler/typeinfer.jl   642 annotate_slot_load!(interp::Core.…
     2         0 …compiler/typeinfer.jl   662 annotate_slot_load!(interp::Core.…
    52         0 …compiler/typeinfer.jl   405 cache_result!(interp::Core.Compil…
     1         0 …compiler/typeinfer.jl   406 cache_result!(interp::Core.Compil…
     1         0 …compiler/typeinfer.jl   678 find_dominating_assignment(id::In…
     1         0 …compiler/typeinfer.jl   521 finish(me::Core.Compiler.Inferenc…
     4         0 …compiler/typeinfer.jl   559 finish(me::Core.Compiler.Inferenc…
     1         0 …compiler/typeinfer.jl   569 finish(me::Core.Compiler.Inferenc…
     2         0 …compiler/typeinfer.jl   228 finish!
     1         0 …compiler/typeinfer.jl   351 maybe_compress_codeinfo(interp::C…
    47        47 …compiler/typeinfer.jl   360 maybe_compress_codeinfo(interp::C…
     1         0 …compiler/typeinfer.jl   603 record_slot_assign!(sv::Core.Comp…
    19         0 …compiler/typeinfer.jl   576 store_backedges
    14        14 …compiler/typeinfer.jl   583 store_backedges(caller::Core.Meth…
     5         5 …compiler/typeinfer.jl   586 store_backedges(caller::Core.Meth…
     4         0 …compiler/typeinfer.jl   374 transform_result_for_cache
    48         0 …compiler/typeinfer.jl   379 transform_result_for_cache
     1         0 …compiler/typeinfer.jl   699 type_annotate!(interp::Core.Compi…
     1         0 …compiler/typeinfer.jl   715 type_annotate!(interp::Core.Compi…
